carat - קראט,cut - חיתוך,color - צבע,clarity - שקיפות / דרגת ניקיון,depth - עומק באחוזים,table - משטח עליון באחוזים,x - אורך מ''מ,y - רוחב מ''מ,z - גובה מ''מ,price - מחיר בדולרים,מחיר לקרט
0.41,Premium,E,SI1,61.2,59.0,4.82,4.78,2.94,904,2204.878048780488
0.41,Premium,E,SI1,59.3,61.0,4.84,4.8,2.86,904,2204.878048780488
0.41,Ideal,E,SI1,61.4,57.0,4.8,4.78,2.94,904,2204.878048780488
0.41,Very Good,E,SI1,60.5,63.0,4.81,4.77,2.9,904,2204.878048780488
0.41,Ideal,E,SI1,61.8,56.0,4.78,4.77,2.95,904,2204.878048780488
0.41,Premium,E,SI1,61.1,62.0,4.83,4.76,2.93,904,2204.878048780488
0.41,Premium,E,SI1,61.5,61.0,4.78,4.75,2.93,904,2204.878048780488
0.41,Ideal,E,SI1,62.8,57.0,4.75,4.71,2.97,904,2204.878048780488
0.41,Good,E,SI1,63.6,58.0,4.74,4.72,3.01,904,2204.878048780488
0.41,Premium,E,SI1,62.8,58.0,4.77,4.72,2.98,904,2204.878048780488
0.41,Very Good,E,SI1,63.1,57.0,4.78,4.73,3.0,904,2204.878048780488
0.41,Premium,E,SI1,61.8,60.0,4.78,4.74,2.94,904,2204.878048780488
0.41,Good,E,SI1,63.6,56.0,4.73,4.7,3.0,904,2204.878048780488
0.41,Very Good,E,SI1,63.2,58.0,4.72,4.68,2.97,904,2204.878048780488
0.4,Ideal,H,VVS2,61.4,55.7,4.72,4.77,2.92,905,2262.5
0.35,Ideal,E,VVS1,61.9,56.0,4.53,4.55,2.81,905,2585.714285714286
0.35,Ideal,E,VVS1,61.8,56.0,4.5,4.53,2.79,905,2585.714285714286
0.43,Very Good,I,VVS1,63.0,56.0,4.83,4.86,3.05,905,2104.6511627906975
0.43,Ideal,I,VVS1,62.2,57.0,4.81,4.84,3.0,905,2104.6511627906975
0.43,Very Good,F,VS2,61.6,59.0,4.78,4.87,2.97,905,2104.6511627906975
0.43,Ideal,F,VS2,61.1,56.0,4.88,4.91,2.99,905,2104.6511627906975
0.43,Very Good,F,VS2,61.1,57.0,4.86,4.9,2.98,905,2104.6511627906975
0.43,Very Good,F,VS2,61.0,57.0,4.84,4.87,2.96,905,2104.6511627906975
0.43,Very Good,F,VS2,61.2,59.0,4.84,4.87,2.97,905,2104.6511627906975
0.43,Very Good,F,VS2,61.3,59.0,4.81,4.84,2.96,905,2104.6511627906975
0.43,Premium,F,VS2,59.8,58.0,4.89,4.94,2.94,905,2104.6511627906975
0.32,Ideal,H,VVS1,61.3,56.0,4.42,4.45,2.72,905,2828.125
0.32,Ideal,F,VVS1,60.7,56.0,4.45,4.43,2.7,905,2828.125
0.3,Ideal,D,VVS1,61.9,57.0,4.27,4.29,2.65,905,3016.666666666667
0.38,Ideal,E,VS1,61.7,53.0,4.69,4.71,2.9,905,2381.578947368421
0.46,Ideal,E,SI1,62.0,54.0,4.97,4.99,3.09,905,1967.391304347826
0.32,Ideal,G,IF,61.5,55.0,4.4,4.42,2.71,905,2828.125
0.32,Ideal,G,IF,61.3,56.0,4.4,4.44,2.71,905,2828.125
0.36,Premium,F,VS2,59.4,56.0,4.71,4.69,2.79,905,2513.888888888889
0.3,Premium,G,VVS1,62.4,59.0,4.31,4.25,2.67,905,3016.666666666667
0.36,Good,F,VS1,63.9,54.0,4.52,4.5,2.88,905,2513.888888888889
0.34,Premium,F,VS1,60.0,59.0,4.59,4.55,2.74,905,2661.7647058823527
0.41,Very Good,E,VS1,60.4,59.0,4.8,4.83,2.91,906,2209.756097560976
0.38,Very Good,F,VS2,61.9,54.6,4.64,4.68,2.89,906,2384.2105263157896
0.38,Very Good,F,VS2,61.9,54.8,4.63,4.69,2.89,906,2384.2105263157896
0.34,Ideal,F,VVS1,61.4,55.0,4.53,4.56,2.79,906,2664.705882352941
0.33,Ideal,E,VVS1,60.7,57.0,4.46,4.5,2.72,906,2745.4545454545455
0.33,Ideal,E,VVS1,62.2,54.0,4.46,4.48,2.78,906,2745.4545454545455
0.46,Ideal,I,VS1,62.2,54.0,4.95,4.99,3.09,906,1969.5652173913043
0.35,Ideal,F,VS2,62.1,57.0,4.55,4.53,2.82,906,2588.571428571429
0.35,Ideal,F,VS2,62.5,57.0,4.53,4.5,2.82,906,2588.571428571429
0.35,Premium,F,VS2,61.1,62.0,4.54,4.5,2.76,906,2588.571428571429
0.35,Ideal,F,VS2,61.4,55.0,4.6,4.55,2.81,906,2588.571428571429
0.35,Premium,H,VVS2,62.7,58.0,4.5,4.46,2.81,906,2588.571428571429
0.35,Ideal,H,VVS2,63.0,55.0,4.5,4.48,2.83,906,2588.571428571429
0.35,Premium,H,VVS2,62.5,58.0,4.51,4.48,2.81,906,2588.571428571429
0.35,Ideal,H,VVS2,62.5,57.0,4.54,4.48,2.82,906,2588.571428571429
0.35,Premium,H,VVS2,61.9,58.0,4.54,4.5,2.8,906,2588.571428571429
0.35,Ideal,H,VVS2,59.2,56.0,4.65,4.6,2.74,906,2588.571428571429
0.35,Ideal,G,VS1,62.6,54.0,4.56,4.52,2.84,906,2588.571428571429
0.35,Premium,G,VS1,61.2,56.0,4.56,4.53,2.78,906,2588.571428571429
0.35,Premium,G,VS1,60.7,61.0,4.58,4.54,2.77,906,2588.571428571429
0.35,Ideal,G,VS1,60.5,57.0,4.58,4.55,2.76,906,2588.571428571429
0.35,Premium,G,VS1,62.9,58.0,4.49,4.48,2.82,906,2588.571428571429
0.35,Premium,G,VS1,61.7,61.0,4.52,4.49,2.78,906,2588.571428571429
0.35,Premium,G,VS1,62.3,59.0,4.53,4.49,2.81,906,2588.571428571429
0.35,Premium,G,VS1,61.5,58.0,4.54,4.5,2.78,906,2588.571428571429
0.35,Ideal,G,VS1,61.9,55.0,4.53,4.51,2.8,906,2588.571428571429
0.35,Premium,G,VS1,61.2,58.0,4.54,4.51,2.77,906,2588.571428571429
0.35,Ideal,G,VS1,62.5,55.0,4.55,4.51,2.83,906,2588.571428571429
0.35,Ideal,G,VS1,61.9,55.0,4.53,4.52,2.8,906,2588.571428571429
0.35,Ideal,G,VS1,62.1,56.0,4.56,4.52,2.82,906,2588.571428571429
0.35,Ideal,F,VS2,61.4,54.0,4.58,4.54,2.8,906,2588.571428571429
0.35,Ideal,F,VS2,62.3,55.0,4.56,4.53,2.83,906,2588.571428571429
0.35,Ideal,F,VS2,62.1,56.0,4.57,4.54,2.83,906,2588.571428571429
0.35,Ideal,F,VS2,61.4,54.0,4.58,4.54,2.8,906,2588.571428571429
0.35,Ideal,F,VS2,60.5,57.0,4.6,4.52,2.76,906,2588.571428571429
0.35,Premium,F,VS2,61.5,59.0,4.55,4.53,2.79,906,2588.571428571429
0.35,Ideal,F,VS2,61.4,56.0,4.56,4.53,2.79,906,2588.571428571429
0.35,Premium,F,VS2,61.4,59.0,4.56,4.53,2.79,906,2588.571428571429
0.35,Ideal,F,VS2,61.5,57.0,4.56,4.52,2.79,906,2588.571428571429
0.35,Ideal,F,VS2,60.8,57.0,4.56,4.52,2.76,906,2588.571428571429
0.35,Ideal,F,VS2,61.9,54.0,4.54,4.5,2.8,906,2588.571428571429
0.35,Premium,F,VS2,62.0,59.0,4.55,4.51,2.81,906,2588.571428571429
0.35,Ideal,F,VS2,62.4,55.0,4.53,4.51,2.82,906,2588.571428571429
0.35,Ideal,F,VS2,62.4,57.0,4.51,4.5,2.81,906,2588.571428571429
0.35,Premium,F,VS2,62.1,60.0,4.51,4.45,2.78,906,2588.571428571429
0.35,Ideal,F,VS2,62.2,55.0,4.53,4.48,2.8,906,2588.571428571429
0.35,Premium,F,VS2,61.9,58.0,4.54,4.48,2.79,906,2588.571428571429
0.35,Ideal,F,VS2,62.6,56.0,4.52,4.49,2.82,906,2588.571428571429
0.35,Premium,F,VS2,61.8,58.0,4.52,4.48,2.78,906,2588.571428571429
0.35,Ideal,D,VS2,60.5,56.0,4.63,4.6,2.79,907,2591.4285714285716
0.42,Ideal,G,VS2,62.2,54.1,4.8,4.83,3.0,907,2159.5238095238096
0.41,Very Good,D,SI1,63.4,56.0,4.76,4.73,3.01,907,2212.19512195122
0.4,Premium,E,SI1,62.9,58.0,4.74,4.71,2.97,907,2267.5
0.4,Ideal,E,SI1,62.5,57.0,4.74,4.7,2.95,907,2267.5
0.4,Premium,E,SI1,62.8,59.0,4.73,4.7,2.96,907,2267.5
0.4,Premium,E,SI1,62.8,59.0,4.7,4.67,2.94,907,2267.5
0.31,Ideal,H,VVS1,62.2,54.0,4.39,4.36,2.72,907,2925.8064516129034
0.31,Premium,H,VVS1,60.5,58.0,4.43,4.4,2.67,907,2925.8064516129034
0.31,Ideal,H,VVS1,61.5,54.0,4.39,4.36,2.69,907,2925.8064516129034
0.31,Premium,H,VVS1,60.6,59.0,4.38,4.36,2.65,907,2925.8064516129034
0.31,Premium,H,VVS1,63.0,58.0,4.37,4.33,2.74,907,2925.8064516129034
0.31,Ideal,H,VVS1,62.7,54.0,4.38,4.33,2.73,907,2925.8064516129034
0.31,Ideal,H,VVS1,62.2,56.0,4.37,4.34,2.71,907,2925.8064516129034
0.31,Ideal,H,VVS1,61.5,56.0,4.38,4.34,2.68,907,2925.8064516129034
0.31,Ideal,H,VVS1,61.6,55.0,4.38,4.35,2.69,907,2925.8064516129034
0.31,Premium,H,VVS1,62.1,58.0,4.36,4.33,2.7,907,2925.8064516129034
0.31,Premium,H,VVS1,61.9,58.0,4.34,4.32,2.68,907,2925.8064516129034
0.31,Premium,H,VVS1,61.8,58.0,4.34,4.3,2.67,907,2925.8064516129034
0.31,Very Good,H,VVS1,63.3,58.0,4.32,4.28,2.72,907,2925.8064516129034
0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,907,2925.8064516129034
0.31,Very Good,H,VVS1,63.3,56.0,4.32,4.3,2.73,907,2925.8064516129034
0.31,Very Good,H,VVS1,63.1,57.0,4.31,4.25,2.7,907,2925.8064516129034
0.31,Ideal,G,VVS2,60.8,56.0,4.4,4.38,2.67,907,2925.8064516129034
0.31,Premium,G,VVS2,60.5,58.0,4.43,4.39,2.67,907,2925.8064516129034
0.3,Ideal,H,VS2,60.7,57.0,4.33,4.37,2.64,473,1576.6666666666667
0.3,Very Good,H,VS2,61.1,61.0,4.29,4.32,2.63,473,1576.6666666666667
0.3,Good,I,VS1,63.3,59.0,4.2,4.23,2.67,473,1576.6666666666667
0.3,Premium,I,VS1,59.1,59.0,4.35,4.38,2.58,473,1576.6666666666667
0.3,Ideal,I,VS1,61.6,56.0,4.31,4.36,2.67,473,1576.6666666666667
0.3,Premium,I,VS1,61.7,59.0,4.26,4.3,2.64,473,1576.6666666666667
0.3,Very Good,H,VS2,62.7,59.0,4.22,4.27,2.66,473,1576.6666666666667
0.34,Ideal,G,SI1,62.7,57.0,4.48,4.51,2.82,473,1391.1764705882351
0.37,Good,I,VS2,64.0,56.0,4.58,4.45,2.89,473,1278.3783783783783
0.3,Good,I,VS1,63.5,57.0,4.24,4.29,2.71,473,1576.6666666666667
0.36,Very Good,G,SI2,61.9,56.0,4.55,4.59,2.83,473,1313.888888888889
0.3,Premium,I,VS1,61.6,60.0,4.27,4.3,2.64,473,1576.6666666666667
0.3,Very Good,H,VS2,62.9,59.0,4.26,4.3,2.69,473,1576.6666666666667
0.3,Very Good,H,VS2,63.0,59.0,4.25,4.29,2.69,473,1576.6666666666667
0.3,Premium,I,VS1,60.5,60.0,4.3,4.33,2.61,473,1576.6666666666667
0.3,Very Good,I,VS1,62.9,59.0,4.22,4.3,2.68,473,1576.6666666666667
0.3,Good,H,VS2,63.5,58.0,4.24,4.27,2.7,473,1576.6666666666667
0.3,Good,I,VS1,63.7,58.0,4.23,4.25,2.7,473,1576.6666666666667
0.3,Premium,H,VS2,62.2,59.0,4.28,4.31,2.67,473,1576.6666666666667
0.3,Very Good,H,VS2,62.6,58.0,4.22,4.28,2.66,473,1576.6666666666667
0.3,Very Good,I,VS1,62.0,58.0,4.25,4.3,2.65,473,1576.6666666666667
0.3,Very Good,I,VS1,58.8,61.0,4.38,4.43,2.59,473,1576.6666666666667
0.3,Good,I,VS1,63.4,54.0,4.29,4.32,2.73,473,1576.6666666666667
0.29,Very Good,E,VS1,62.8,44.0,4.2,4.24,2.65,474,1634.4827586206898
0.35,Ideal,H,SI2,60.3,55.0,4.61,4.65,2.79,474,1354.2857142857144
0.26,Ideal,H,SI1,60.5,58.0,4.16,4.17,2.52,474,1823.076923076923
0.36,Very Good,H,SI2,61.2,55.0,4.59,4.62,2.81,475,1319.4444444444446
0.24,Very Good,D,SI1,63.1,55.0,3.95,4.01,2.51,475,1979.1666666666667
0.3,Ideal,H,SI1,62.6,53.1,4.27,4.3,2.69,475,1583.3333333333335
0.3,Ideal,H,SI1,62.5,53.9,4.29,4.32,2.69,475,1583.3333333333335
0.31,Premium,G,VVS2,60.0,62.0,4.44,4.4,2.65,907,2925.8064516129034
0.31,Ideal,G,VVS2,61.9,55.0,4.36,4.33,2.69,907,2925.8064516129034
0.31,Ideal,G,VVS2,62.4,56.0,4.36,4.33,2.71,907,2925.8064516129034
0.31,Ideal,G,VVS2,61.7,54.0,4.38,4.34,2.69,907,2925.8064516129034
0.31,Ideal,G,VVS2,61.4,56.0,4.38,4.35,2.68,907,2925.8064516129034
0.31,Premium,G,VVS2,62.2,59.0,4.36,4.32,2.7,907,2925.8064516129034
0.31,Ideal,G,VVS2,62.7,57.0,4.34,4.31,2.71,907,2925.8064516129034
0.31,Ideal,G,VVS2,62.4,56.0,4.35,4.31,2.7,907,2925.8064516129034
0.31,Ideal,G,VVS2,61.8,56.0,4.36,4.31,2.68,907,2925.8064516129034
0.31,Premium,G,VVS2,61.8,58.0,4.36,4.32,2.68,907,2925.8064516129034
0.31,Ideal,G,VVS2,62.1,56.0,4.35,4.32,2.69,907,2925.8064516129034
0.31,Premium,G,VVS2,61.5,58.0,4.34,4.31,2.66,907,2925.8064516129034
0.31,Ideal,G,VVS2,62.7,57.0,4.33,4.31,2.71,907,2925.8064516129034
0.31,Very Good,G,VVS2,63.1,57.0,4.32,4.3,2.72,907,2925.8064516129034
0.31,Ideal,G,VVS2,62.1,56.0,4.33,4.27,2.67,907,2925.8064516129034
0.31,Premium,G,VVS2,62.9,58.0,4.3,4.28,2.7,907,2925.8064516129034
0.31,Very Good,G,VVS2,63.3,57.0,4.31,4.28,2.72,907,2925.8064516129034
0.31,Ideal,G,VVS2,62.6,57.0,4.33,4.29,2.7,907,2925.8064516129034
0.31,Very Good,G,VVS2,63.2,58.0,4.32,4.26,2.71,907,2925.8064516129034
0.31,Premium,G,VVS2,62.9,58.0,4.31,4.27,2.7,907,2925.8064516129034
0.31,Good,G,VVS2,63.8,56.0,4.28,4.24,2.72,907,2925.8064516129034
0.31,Very Good,G,VVS2,63.4,59.0,4.29,4.26,2.71,907,2925.8064516129034
0.48,Fair,E,SI2,55.2,60.0,5.29,5.25,2.91,907,1889.5833333333335
0.41,Premium,F,SI2,60.3,58.0,4.86,4.82,2.92,907,2212.19512195122
0.32,Ideal,D,VS2,59.8,57.0,4.51,4.46,2.68,907,2834.375
0.31,Ideal,H,VVS1,61.8,57.0,4.35,4.32,2.68,907,2925.8064516129034
0.41,Very Good,G,VS1,61.6,59.0,4.74,4.8,2.94,908,2214.6341463414637
0.42,Ideal,E,VS2,61.6,57.0,4.79,4.82,2.96,908,2161.904761904762
0.35,Very Good,F,VVS1,62.3,56.0,4.53,4.57,2.83,909,2597.1428571428573
0.4,Very Good,F,VS1,63.4,54.0,4.68,4.72,2.98,909,2272.5
0.4,Very Good,E,VS1,63.3,55.0,4.66,4.69,2.96,909,2272.5
0.4,Good,G,VS2,62.8,54.4,4.67,4.7,2.94,909,2272.5
0.37,Ideal,G,VVS2,62.0,56.0,4.62,4.64,2.87,909,2456.7567567567567
0.4,Ideal,D,VS2,62.2,55.0,4.72,4.74,2.94,909,2272.5
0.41,Ideal,F,SI1,60.5,56.0,4.81,4.84,2.92,909,2217.0731707317073
0.42,Very Good,D,VS2,63.8,54.0,4.74,4.79,3.04,910,2166.666666666667
0.42,Very Good,D,VS2,63.2,58.0,4.77,4.79,3.02,910,2166.666666666667
0.42,Very Good,D,VS2,60.7,60.0,4.79,4.83,2.92,910,2166.666666666667
0.41,Very Good,E,VS2,63.3,56.0,4.71,4.74,2.99,910,2219.512195121951
0.42,Very Good,F,VS1,60.9,58.0,4.84,4.88,2.96,910,2166.666666666667
0.42,Ideal,H,VVS2,61.1,56.0,4.8,4.85,2.95,910,2166.666666666667
0.32,Ideal,D,VVS1,61.8,56.0,4.37,4.4,2.71,910,2843.75
0.32,Premium,D,VVS1,62.0,60.0,4.37,4.4,2.72,910,2843.75
0.41,Good,E,VS2,63.1,64.0,4.63,4.66,2.93,910,2219.512195121951
0.35,Ideal,D,VVS2,61.0,57.0,4.54,4.58,2.78,910,2600.0
0.35,Ideal,G,IF,61.3,56.0,4.51,4.53,2.77,910,2600.0
0.3,Premium,D,VS2,62.6,61.0,4.25,4.22,2.65,911,3036.666666666667
0.3,Premium,D,VS2,62.0,59.0,4.27,4.22,2.63,911,3036.666666666667
0.39,Ideal,H,VVS2,61.9,54.0,4.7,4.73,2.92,911,2335.897435897436
0.46,Ideal,I,VS1,62.3,56.0,4.93,4.96,3.08,911,1980.4347826086955
0.39,Ideal,E,VS2,61.3,56.0,4.71,4.75,2.9,911,2335.897435897436
0.44,Ideal,H,SI1,61.6,56.0,4.87,4.93,3.02,911,2070.4545454545455
0.3,Ideal,E,VS1,61.5,56.0,4.37,4.31,2.67,911,3036.666666666667
0.3,Ideal,D,VS2,61.3,57.0,4.36,4.32,2.66,911,3036.666666666667
0.3,Premium,D,VS2,60.5,58.0,4.38,4.35,2.64,911,3036.666666666667
0.3,Ideal,E,VS1,61.7,57.0,4.31,4.28,2.65,911,3036.666666666667
0.3,Premium,E,VS1,61.8,58.0,4.33,4.31,2.67,911,3036.666666666667
0.3,Ideal,E,VS1,60.7,57.0,4.36,4.31,2.63,911,3036.666666666667
0.3,Premium,E,VS1,61.3,59.0,4.33,4.28,2.64,911,3036.666666666667
0.3,Ideal,E,VS1,60.8,57.0,4.36,4.33,2.64,911,3036.666666666667
0.3,Premium,D,VS2,62.5,59.0,4.28,4.23,2.66,911,3036.666666666667
0.3,Premium,E,VS1,61.9,60.0,4.3,4.26,2.65,911,3036.666666666667
0.3,Ideal,D,VS2,62.4,56.0,4.32,4.27,2.68,911,3036.666666666667
0.3,Ideal,D,VS2,61.4,54.0,4.34,4.33,2.66,911,3036.666666666667
0.3,Premium,D,VS2,60.4,59.0,4.35,4.33,2.62,911,3036.666666666667
0.3,Ideal,D,VS2,62.0,56.0,4.35,4.33,2.69,911,3036.666666666667
0.3,Ideal,D,VS2,61.0,55.0,4.36,4.33,2.65,911,3036.666666666667
0.3,Ideal,D,VS2,61.7,55.0,4.36,4.33,2.68,911,3036.666666666667
0.3,Premium,D,VS2,60.7,60.0,4.37,4.33,2.64,911,3036.666666666667
0.3,Ideal,D,VS2,60.8,57.0,4.38,4.33,2.65,911,3036.666666666667
0.3,Ideal,D,VS2,60.9,57.0,4.35,4.32,2.64,911,3036.666666666667
0.3,Premium,D,VS2,60.9,58.0,4.35,4.32,2.64,911,3036.666666666667
0.3,Premium,D,VS2,60.6,58.0,4.36,4.32,2.63,911,3036.666666666667
0.3,Ideal,D,VS2,61.1,56.0,4.36,4.32,2.65,911,3036.666666666667
0.3,Ideal,D,VS2,61.8,55.0,4.36,4.32,2.68,911,3036.666666666667
0.3,Ideal,D,VS2,60.8,57.0,4.34,4.31,2.63,911,3036.666666666667
0.3,Ideal,D,VS2,62.0,55.0,4.34,4.31,2.68,911,3036.666666666667
0.3,Premium,D,VS2,61.0,58.0,4.34,4.32,2.64,911,3036.666666666667
0.3,Ideal,D,VS2,61.4,55.0,4.34,4.32,2.66,911,3036.666666666667
0.3,Premium,D,VS2,60.4,59.0,4.35,4.32,2.62,911,3036.666666666667
0.3,Ideal,D,VS2,61.6,57.0,4.33,4.3,2.66,911,3036.666666666667
0.3,Ideal,D,VS2,62.3,54.0,4.33,4.3,2.69,911,3036.666666666667
0.3,Ideal,D,VS2,61.8,55.0,4.34,4.3,2.67,911,3036.666666666667
0.3,Ideal,D,VS2,61.5,55.0,4.35,4.3,2.66,911,3036.666666666667
0.3,Premium,D,VS2,61.0,60.0,4.33,4.29,2.63,911,3036.666666666667
0.3,Ideal,D,VS2,61.9,57.0,4.33,4.29,2.67,911,3036.666666666667
0.3,Ideal,D,VS2,62.2,55.0,4.33,4.29,2.68,911,3036.666666666667
0.3,Ideal,D,VS2,62.3,54.0,4.34,4.29,2.69,911,3036.666666666667
0.3,Ideal,D,VS2,62.5,55.0,4.31,4.3,2.69,911,3036.666666666667
0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,911,3036.666666666667
0.3,Premium,D,VS2,62.3,58.0,4.32,4.29,2.68,911,3036.666666666667
0.3,Ideal,D,VS2,62.5,54.0,4.32,4.29,2.69,911,3036.666666666667
0.3,Ideal,D,VS2,62.8,57.0,4.31,4.29,2.7,911,3036.666666666667
0.3,Premium,D,VS2,62.0,58.0,4.32,4.29,2.67,911,3036.666666666667
0.3,Ideal,D,VS2,62.3,56.0,4.32,4.29,2.68,911,3036.666666666667
0.3,Premium,D,VS2,60.6,59.0,4.36,4.28,2.62,911,3036.666666666667
0.3,Ideal,D,VS2,62.2,54.0,4.31,4.28,2.67,911,3036.666666666667
0.3,Ideal,D,VS2,62.6,56.0,4.31,4.28,2.69,911,3036.666666666667
0.3,Premium,D,VS2,61.9,58.0,4.32,4.28,2.66,911,3036.666666666667
0.3,Premium,D,VS2,61.1,59.0,4.31,4.26,2.62,911,3036.666666666667
0.3,Premium,D,VS2,62.9,61.0,4.29,4.27,2.69,911,3036.666666666667
0.3,Ideal,D,VS2,62.3,56.0,4.3,4.27,2.67,911,3036.666666666667
0.3,Premium,D,VS2,62.2,60.0,4.3,4.28,2.67,911,3036.666666666667
0.3,Premium,D,VS2,60.3,60.0,4.31,4.28,2.59,911,3036.666666666667
0.3,Ideal,D,VS2,62.5,57.0,4.29,4.25,2.67,911,3036.666666666667
0.3,Ideal,D,VS2,62.8,57.0,4.29,4.25,2.68,911,3036.666666666667
0.3,Premium,D,VS2,62.2,58.0,4.3,4.25,2.66,911,3036.666666666667
0.3,Premium,D,VS2,62.8,59.0,4.28,4.26,2.68,911,3036.666666666667
0.3,Premium,D,VS2,62.5,58.0,4.29,4.26,2.67,911,3036.666666666667
0.3,Premium,D,VS2,62.9,59.0,4.27,4.22,2.67,911,3036.666666666667
0.3,Premium,D,VS2,62.9,58.0,4.26,4.23,2.67,911,3036.666666666667
0.3,Ideal,D,VS2,62.9,56.0,4.28,4.24,2.68,911,3036.666666666667
0.3,Premium,D,VS2,61.7,59.0,4.28,4.25,2.63,911,3036.666666666667
0.46,Fair,G,SI1,63.4,68.0,4.88,4.8,3.07,911,1980.4347826086955
0.3,Ideal,E,VS2,61.4,59.0,4.3,4.27,2.63,911,3036.666666666667
0.39,Very Good,G,VVS1,62.3,59.0,4.63,4.68,2.9,912,2338.4615384615386
0.33,Very Good,F,VVS1,62.0,56.0,4.43,4.46,2.75,912,2763.6363636363635
0.33,Very Good,F,VVS1,61.1,58.0,4.42,4.46,2.71,912,2763.6363636363635
0.41,Very Good,D,VS2,62.1,53.0,4.78,4.82,2.98,912,2224.390243902439
0.44,Ideal,I,VVS2,60.8,56.0,4.9,4.93,2.99,912,2072.7272727272725
0.4,Premium,E,VS2,61.9,59.0,4.72,4.75,2.93,912,2280.0
0.4,Very Good,E,VS2,62.2,56.0,4.72,4.74,2.94,912,2280.0
0.4,Very Good,E,VS2,62.2,58.0,4.67,4.72,2.92,912,2280.0
0.4,Premium,E,VS2,62.5,58.0,4.65,4.73,2.93,912,2280.0
0.4,Very Good,E,VS2,62.0,57.0,4.66,4.7,2.9,912,2280.0
0.4,Ideal,E,VS2,62.3,56.0,4.72,4.75,2.95,912,2280.0
0.4,Premium,E,VS2,60.7,60.0,4.7,4.75,2.87,912,2280.0
0.4,Ideal,E,VS2,62.6,57.0,4.7,4.73,2.95,912,2280.0
0.4,Ideal,E,VS2,61.1,56.0,4.75,4.77,2.91,912,2280.0
0.4,Premium,E,VS2,59.3,59.0,4.77,4.81,2.84,912,2280.0
0.4,Very Good,E,VS2,62.9,55.0,4.72,4.73,2.97,912,2280.0
0.4,Very Good,E,VS2,61.2,60.0,4.79,4.68,2.9,912,2280.0
0.4,Ideal,E,VS2,62.4,55.0,4.71,4.74,2.95,912,2280.0
0.4,Premium,E,VS2,62.2,59.0,4.71,4.74,2.94,912,2280.0
0.5,Good,J,SI1,63.2,55.0,5.03,5.07,3.19,912,1824.0
0.42,Very Good,D,VS1,58.4,61.0,4.91,4.95,2.88,912,2171.4285714285716
0.4,Ideal,E,VS2,62.4,56.0,4.71,4.74,2.95,912,2280.0
0.4,Very Good,E,VS2,62.9,55.0,4.73,4.74,2.98,912,2280.0
0.32,Ideal,F,VVS1,62.1,54.0,4.41,4.42,2.74,912,2850.0
0.32,Ideal,F,VVS1,61.8,55.0,4.39,4.41,2.72,912,2850.0
0.32,Ideal,F,VVS1,60.3,57.0,4.42,4.44,2.67,912,2850.0
0.32,Ideal,F,VVS1,61.4,56.0,4.4,4.43,2.71,912,2850.0
0.32,Ideal,F,VVS1,61.0,56.0,4.42,4.43,2.7,912,2850.0
0.32,Ideal,F,VVS1,61.5,56.0,4.41,4.43,2.72,912,2850.0
0.3,Ideal,D,VVS1,61.6,56.0,4.33,4.37,2.68,912,3040.0
0.32,Ideal,D,VS2,61.9,55.0,4.43,4.45,2.75,912,2850.0
0.32,Ideal,D,VS2,62.0,54.0,4.39,4.42,2.73,912,2850.0
0.36,Ideal,H,IF,61.6,56.0,4.56,4.59,2.82,912,2533.3333333333335
0.31,Good,E,IF,57.7,55.0,4.51,4.6,2.63,912,2941.935483870968
0.32,Good,H,VVS1,64.3,58.0,4.33,4.28,2.77,912,2850.0
0.4,Ideal,H,VVS1,62.1,57.0,4.68,4.72,2.92,913,2282.5
0.34,Ideal,G,VVS1,61.8,56.0,4.48,4.51,2.78,913,2685.2941176470586
0.32,Ideal,F,VVS1,62.6,56.0,4.37,4.41,2.75,913,2853.125
0.39,Ideal,F,VS1,61.7,56.0,4.68,4.72,2.9,913,2341.025641025641
0.31,Ideal,D,VS1,60.1,57.0,4.39,4.4,2.64,913,2945.1612903225805
0.51,Ideal,I,SI2,62.2,55.0,5.14,5.15,3.2,913,1790.1960784313726
0.34,Ideal,H,IF,61.9,55.0,4.5,4.55,2.8,913,2685.2941176470586
0.34,Ideal,F,VVS2,61.8,56.0,4.49,4.47,2.77,914,2688.235294117647
0.39,Very Good,E,VS1,62.5,58.0,4.67,4.7,2.93,914,2343.5897435897436
0.31,Very Good,F,IF,61.2,55.0,4.37,4.39,2.68,914,2948.3870967741937
0.31,Very Good,F,IF,61.4,55.0,4.39,4.41,2.7,914,2948.3870967741937
0.31,Very Good,F,IF,61.9,54.0,4.36,4.39,2.71,914,2948.3870967741937
0.31,Premium,F,IF,61.9,58.0,4.36,4.39,2.71,914,2948.3870967741937
0.39,Ideal,E,VS1,60.8,56.0,4.74,4.77,2.89,914,2343.5897435897436
0.34,Ideal,D,VS1,60.3,57.0,4.52,4.55,2.73,914,2688.235294117647
0.31,Ideal,F,IF,61.2,56.0,4.37,4.39,2.68,914,2948.3870967741937
0.31,Ideal,F,IF,61.3,57.0,4.34,4.37,2.67,914,2948.3870967741937
0.31,Ideal,F,IF,61.9,54.0,4.35,4.38,2.7,914,2948.3870967741937
0.31,Ideal,F,IF,62.1,54.0,4.33,4.37,2.7,914,2948.3870967741937
